label,repo_id,full_name,description,language,topics,stars,forks,open_issues,contributor_count,size_kb,is_fork,is_archived,last_commit_days_ago,repo_age_days,has_readme,readme_size_bytes,has_docker,has_requirements,has_tests_folder,has_ci_cd,root_file_count,issues_per_fork,log_stars
lead_architect,20929025,microsoft/TypeScript,TypeScript is a superset of JavaScript that compiles to clean JavaScript output.,TypeScript,"javascript,language,typechecker,typescript",108967,13416,5037,343,2960433,False,False,1,4362,True,3532,False,True,True,True,30,0.3754,11.5988
lead_architect,24195339,angular/angular,Deliver web apps with confidence 🚀,TypeScript,"angular,javascript,pwa,typescript,web,web-framework,web-performance",100122,27270,1162,378,634689,False,False,0,4269,True,4680,False,True,False,True,54,0.0426,11.5142
lead_architect,133442384,denoland/deno,A modern runtime for JavaScript and TypeScript.,Rust,"deno,javascript,rust,typescript",106872,6064,2258,430,221352,False,False,0,2934,True,3797,False,True,True,True,28,0.3724,11.5794
lead_architect,27729880,grpc/grpc,"C++ based gRPC (C++, Python, Ruby, Objective-C, PHP, C#)",C++,,44829,11155,1339,304,607394,False,False,0,4188,True,4543,False,True,True,True,86,0.12,10.7106
lead_architect,210716005,dotnet/runtime,".NET is a cross-platform runtime for cloud, mobile, desktop, and IoT apps.",C#,"dotnet,hacktoberfest,help-wanted",17899,5451,8275,318,1128547,False,False,0,2437,True,4800,False,False,False,True,38,1.5181,9.7926
lead_architect,16563587,cockroachdb/cockroach,"CockroachDB — the cloud native, distributed SQL database designed for high availability, effortless scale, and control over data placement.",Go,"cockroachdb,database,distributed-database,go,hacktoberfest,sql",32166,4130,8281,310,2891197,False,False,0,4493,True,7431,False,True,False,True,39,2.0051,10.3787
lead_architect,74175805,istio/istio,"Connect, secure, control, and observe services.",Go,"api-management,circuit-breaker,consul,enforce-policies,envoy,fault-injection,kubernetes,lyft-envoy,microservice,microservices,nomad,polyglot-microservices,proxies,request-routing,resiliency,service-mesh",38192,8315,479,367,296946,False,False,0,3477,True,7377,False,True,True,True,37,0.0576,10.5504
lead_architect,7691631,moby/moby,The Moby Project - a collaborative project for the container ecosystem to assemble container-based systems,Go,"containers,docker,go,golang",71602,18958,3776,394,261579,False,False,0,4877,True,5620,True,True,False,True,44,0.1992,11.1789
lead_architect,6838921,prometheus/prometheus,The Prometheus monitoring system and time series database.,Go,"alerting,graphing,hacktoberfest,metrics,monitoring,prometheus,time-series",64176,10444,794,352,281778,False,False,0,4932,True,9609,True,True,False,True,52,0.076,11.0694
lead_architect,156018,redis/redis,"For developers, who are building real-time data-driven applications, Redis is the preferred, fastest, and most feature-rich cache, data structure server, and document and vector query engine.",C,"cache,caching,database,distributed-systems,in-memory,in-memory-database,json,key-value,key-value-store,message-broker,message-queue,no-sql,nosql,open-source,real-time,realtime,redis,time-series,vector-databases,vector-search",74559,24635,2845,380,212436,False,False,1,6276,True,39113,False,False,True,True,30,0.1155,11.2194
lead_architect,11225014,etcd-io/etcd,Distributed reliable key-value store for the most critical data of a distributed system,Go,"cncf,consensus,database,distributed-database,distributed-systems,etcd,go,key-value,kubernetes,raft",51723,10372,255,373,97217,False,False,0,4708,True,10290,True,True,True,True,43,0.0246,10.8537
lead_architect,48109239,cilium/cilium,"eBPF-based Networking, Security, and Observability",Go,"bpf,cncf,cni,containers,ebpf,k8s,kernel,kubernetes,kubernetes-networking,loadbalancing,monitoring,networking,observability,security,troubleshooting,xdp",24404,3791,997,398,516144,False,False,0,3815,True,17628,False,True,True,True,55,0.263,10.1025
lead_architect,155220641,huggingface/transformers,"🤗 Transformers: the model-definition framework for state-of-the-art machine learning models in text, vision, audio, and multimodal models, for both inference and training.",Python,"audio,deep-learning,deepseek,gemma,glm,hacktoberfest,llm,machine-learning,model-hub,natural-language-processing,nlp,pretrained-models,python,pytorch,pytorch-transformers,qwen,speech-recognition,transformer,vlm",160994,33334,2392,438,498559,False,False,0,2767,True,18000,False,True,True,True,33,0.0718,11.9891
lead_architect,33884891,apache/airflow,"Apache Airflow - A platform to programmatically author, schedule, and monitor workflows",Python,"airflow,apache,apache-airflow,automation,dag,data-engineering,data-integration,data-orchestrator,data-pipelines,data-science,elt,etl,machine-learning,mlops,orchestration,python,scheduler,workflow,workflow-engine,workflow-orchestration",45550,17111,1726,415,614299,False,False,0,4062,True,40675,True,True,False,True,74,0.1009,10.7266
lead_architect,80945428,nestjs/nest,"A progressive Node.js framework for building efficient, scalable, and enterprise-grade server-side applications with TypeScript/JavaScript 🚀",TypeScript,"framework,hacktoberfest,javascript,javascript-framework,microservices,nest,nestjs,node,nodejs,nodejs-framework,typescript,typescript-framework,websockets",75587,8304,33,392,484301,False,False,0,3399,True,4957,False,True,False,True,31,0.004,11.2331
lead_architect,11730342,vuejs/vue,"This is the repo for Vue 2. For Vue 3, go to https://github.com/vuejs/core",TypeScript,"framework,frontend,javascript,vue",209790,33881,623,354,32152,False,False,594,4685,True,7874,False,True,True,True,25,0.0184,12.2539
lead_architect,74293321,sveltejs/svelte,web development for the rest of us,JavaScript,"compiler,template,ui",86640,4922,1008,410,121045,False,False,0,3475,True,1730,False,True,False,True,29,0.2048,11.3695
lead_architect,257485422,vitejs/vite,Next generation frontend tooling. It's fast!,TypeScript,"build-tool,dev-server,frontend,hmr,vite",80835,8221,741,438,69435,False,False,0,2227,True,3630,False,True,False,True,22,0.0901,11.3002
lead_architect,65214191,envoyproxy/envoy,Cloud-native high-performance edge/middle/service proxy,C++,"cars,cats,cats-over-dogs,cncf,corgis,more-cats,nanoservices,rocket-ships",28267,5401,1869,374,304054,False,False,0,3579,True,6409,False,True,True,True,74,0.346,10.2495
lead_architect,46089560,containerd/containerd,An open and reliable container runtime,Go,"cncf,containerd,containers,cri,docker,hacktoberfest,kubernetes,oci",20768,3941,608,425,135580,False,False,0,3848,True,11550,False,True,True,True,44,0.1543,9.9412
lead_architect,1644196,JuliaLang/julia,The Julia Programming Language,Julia,"hacktoberfest,hpc,julia,julia-language,julialang,machine-learning,numerical,programming-language,science,scientific",48721,5778,4720,392,368133,False,False,0,5515,True,8301,False,False,True,True,40,0.8169,10.7939
lead_architect,20587599,apache/flink,Apache Flink,Java,"big-data,flink,java,python,scala,sql",26034,13941,369,282,547377,False,False,0,4372,True,7661,False,True,False,True,59,0.0265,10.1672
lead_architect,10270250,facebook/react,The library for web and native user interfaces.,JavaScript,"declarative,frontend,javascript,library,react,ui",245294,51120,1306,410,982536,False,False,0,4751,True,5317,False,True,False,True,36,0.0255,12.4102
lead_architect,4164482,django/django,The Web framework for perfectionists with deadlines.,Python,"apps,django,framework,models,orm,python,templates,views,web",87569,33953,446,393,279831,False,False,0,5142,True,2017,False,True,True,True,28,0.0131,11.3802
lead_architect,71995937,nuxt/nuxt,the full-stack Vue framework,TypeScript,"csr,framework,full-stack,hacktoberfest,hybrid,node,nuxt,server-rendering,ssg,ssr,static-site-generator,universal,vue",60296,5620,795,420,139586,False,False,0,3500,True,5810,False,True,True,True,33,0.1415,11.007
lead_architect,100060912,microsoft/terminal,"The new Windows Terminal and the original Windows console host, all in the same place!",C++,"cmd,command-line,console,contributions-welcome,good-first-issue,hacktoberfest,terminal,windows,windows-console,windows-terminal,wsl",103326,9299,1752,436,168335,False,False,0,3211,True,18833,False,False,False,True,39,0.1884,11.5457
lead_architect,12888993,home-assistant/core,:house_with_garden: Open source home automation that puts local control and privacy first.,Python,"asyncio,hacktoberfest,home-automation,internet-of-things,iot,mqtt,python,raspberry-pi",87348,37568,3973,427,833999,False,False,0,4635,True,1964,True,True,True,True,42,0.1058,11.3777
lead_architect,13124802,influxdata/influxdb,"Scalable datastore for metrics, events, and real-time analytics",Rust,"database,go,influxdb,metrics,monitoring,react,rust,time-series",31511,3702,2145,316,209649,False,False,1,4626,True,23137,True,True,False,True,55,0.5794,10.3581
lead_architect,29261473,minio/minio,"MinIO is a high-performance, S3 compatible object store, open sourced under GNU AGPLv3 license.",Go,"amazon-s3,cloud,cloudnative,cloudstorage,go,k8s,kubernetes,multi-cloud,multi-cloud-kubernetes,objectstorage,s3,storage",61013,7539,81,410,125263,False,True,33,4151,True,8960,True,True,False,True,39,0.0107,11.0189
lead_architect,185478926,open-telemetry/opentelemetry-python,OpenTelemetry Python API and SDK,Python,"correlationcontext,distributed-tracing,logging,metrics,opentelemetry,python,sdk,tracecontext",2464,890,412,348,48958,False,False,1,2577,True,8190,False,True,True,True,40,0.4629,7.8099
lead_architect,51905353,apache/arrow,Apache Arrow is the universal columnar format and multi-language toolbox for fast data interchange and in-memory analytics,C++,"arrow,parquet",16789,4125,2728,371,228992,False,False,0,3752,True,5855,False,False,False,True,35,0.6613,9.7285
lead_architect,28782747,dask/dask,Parallel computing with task scheduling,Python,"dask,numpy,pandas,pydata,python,scikit-learn,scipy",13845,1875,1241,417,131117,False,False,0,4161,True,1291,False,True,False,True,19,0.6619,9.5358
lead_architect,71932349,ray-project/ray,Ray is an AI compute engine. Ray consists of a core distributed runtime and a set of AI Libraries for accelerating ML workloads.,Python,"data-science,deep-learning,deployment,distributed,hyperparameter-optimization,hyperparameter-search,large-language-models,llm,llm-inference,llm-serving,machine-learning,optimization,parallel,python,pytorch,ray,reinforcement-learning,rllib,serving,tensorflow",42671,7601,3453,406,738086,False,False,0,3501,True,6506,False,True,False,True,51,0.4543,10.6613
lead_architect,139199684,PrefectHQ/prefect,Prefect is a workflow orchestration framework for building resilient data pipelines in Python.,Python,"automation,data,data-engineering,data-ops,data-science,infrastructure,ml-ops,observability,orchestration,pipeline,prefect,python,workflow,workflow-engine",22483,2319,812,422,221156,False,False,0,2889,True,8579,True,True,True,True,34,0.3502,10.0206
lead_architect,131619646,dagster-io/dagster,"An orchestration platform for the development, production, and observation of data assets.",Python,"analytics,dagster,data-engineering,data-integration,data-orchestrator,data-pipelines,data-science,etl,metadata,mlops,orchestration,python,scheduler,workflow,workflow-automation",15582,2147,2670,410,1449774,False,False,0,2949,True,32,False,True,False,True,37,1.2436,9.6539
lead_architect,50904245,apache/beam,Apache Beam is a unified programming model for Batch and Streaming data processing.,Java,"batch,beam,big-data,golang,java,python,sql,streaming",8595,4561,4123,303,1015482,False,False,0,3767,True,9572,False,False,False,True,45,0.904,9.0591
lead_architect,43723161,helm/helm,The Kubernetes Package Manager,Go,"chart,charts,cncf,helm,kubernetes",29822,7622,418,373,27743,False,False,0,3886,True,4410,False,True,False,True,21,0.0548,10.303
lead_architect,56353740,kubernetes/minikube,Run Kubernetes locally,Go,"cluster,cncf,containers,go,kubernetes,minikube",31827,5236,611,378,300651,False,False,0,3694,True,5276,False,True,True,True,38,0.1167,10.3681
lead_architect,66509131,kubernetes/client-go,Go client for Kubernetes.,Go,k8s-staging,9818,3027,0,397,31963,False,False,1,3563,True,9769,False,True,False,True,37,0.0,9.1921
lead_architect,44350607,kubernetes-retired/dashboard,General-purpose web UI for Kubernetes clusters,Go,,15428,4277,166,365,184430,False,True,126,3877,True,4617,False,False,False,True,24,0.0388,9.644
lead_architect,62091339,kubernetes/kops,"Kubernetes Operations (kOps) - Production Grade k8s Installation, Upgrades and Management",Go,"cncf,containers,go,kops,kubernetes",16613,4699,149,367,480034,False,False,0,3621,True,2367,False,True,True,True,54,0.0317,9.718
lead_architect,58184885,kubernetes/kube-state-metrics,Add-on agent to generate and expose cluster-level metrics.,Go,"kubernetes,kubernetes-exporter,kubernetes-monitoring,metrics,monitoring,observability,prometheus,prometheus-exporter",6127,2184,102,374,25410,False,False,1,3673,True,27651,True,True,True,True,34,0.0467,8.7206
lead_architect,72891330,kubernetes/ingress-nginx,Ingress NGINX Controller for Kubernetes,Go,"ingress-controller,kubernetes,nginx",19490,8558,348,411,151328,False,True,65,3491,True,11828,False,True,True,True,43,0.0407,9.8777
lead_architect,87990209,kubernetes/autoscaler,Autoscaling components for Kubernetes,Go,,8864,4392,281,397,264645,False,False,0,3333,True,2959,False,False,False,True,18,0.064,9.0899
lead_architect,120896210,argoproj/argo-cd,Declarative Continuous Deployment for Kubernetes,Go,"argo,argo-cd,cd,ci-cd,cicd,continuous-delivery,continuous-deployment,devops,docker,gitops,hacktoberfest,helm,jsonnet,kubernetes,kustomize,pipeline",22983,7249,4210,429,189524,False,False,0,3029,True,7517,True,True,True,True,62,0.5808,10.0426
lead_architect,100982449,argoproj/argo-workflows,Workflow Engine for Kubernetes,Go,"airflow,argo,argo-workflows,batch-processing,cloud-native,cncf,dag,data-engineering,gitops,hacktoberfest,k8s,knative,kubernetes,machine-learning,mlops,pipelines,workflow,workflow-engine",16708,3549,1454,424,177128,False,False,1,3201,True,9801,True,True,True,True,58,0.4097,9.7237
lead_architect,258469100,fluxcd/flux2,Open and extensible continuous delivery solution for Kubernetes. Powered by GitOps Toolkit.,Go,"continuous-delivery,gitops,gitops-toolkit,helm,kubernetes,kustomize",8151,759,257,181,11695,False,False,4,2224,True,6251,True,True,True,True,25,0.3386,9.006
lead_architect,149515625,fluxcd/flagger,"Progressive delivery Kubernetes operator (Canary, A/B Testing and Blue/Green deployments)",Go,"ab-testing,aws-appmesh,canary,contour,gitops,gloo,istio,kubernetes,linkerd,nginx,progressive-delivery",5351,793,378,214,69742,False,False,2,2807,True,13350,True,True,True,True,27,0.4767,8.5852
lead_architect,48714685,open-policy-agent/opa,"Open Policy Agent (OPA) is an open source, general-purpose policy engine.",Go,"authorization,cloud-native,compliance,declarative,json,opa,open-policy-agent,policy",11792,1573,352,414,1374713,False,False,0,3803,True,9283,True,True,True,True,75,0.2238,9.3753
lead_architect,154894457,open-policy-agent/gatekeeper,🐊 Policy Controller for Kubernetes,Go,"admission,cncf,gatekeeper,hacktoberfest,kubernetes,mutation,opa,policy,policy-engine,security,validation",4215,861,198,247,198925,False,False,2,2770,True,1896,True,True,True,True,43,0.23,8.3466
lead_architect,112647343,kubeflow/kubeflow,Machine Learning Toolkit for Kubernetes,unknown,"google-kubernetes-engine,jupyter,kubeflow,kubernetes,machine-learning,minikube,ml,notebook,tensorflow",15671,2653,3,287,324386,False,False,3,3100,True,5176,False,False,False,True,9,0.0011,9.6596
lead_architect,62921553,rook/rook,Storage Orchestration for Kubernetes,Go,"ceph,cloud-native,cncf,docker,etcd,kubernetes,storage,storage-cluster",13521,2817,113,384,76875,False,False,0,3610,True,5865,False,True,True,True,36,0.0401,9.5121
lead_architect,222612062,cilium/hubble,"Hubble - Network, Service & Security Observability for Kubernetes using eBPF",Makefile,"cilium,ebpf,kubernetes,metrics,networking,observability,security,tracing",4196,283,47,48,49355,False,False,7,2381,True,13108,False,True,False,True,20,0.1661,8.3421
lead_architect,473137633,cilium/tetragon,eBPF-based Security Observability and Runtime Enforcement,C,"bpf,ebpf,kernel,kubernetes,security",4705,552,241,173,90825,False,False,0,1526,True,4078,True,True,True,True,42,0.4366,8.4566
lead_architect,31288958,hashicorp/vault,"A tool for secrets management, encryption as a service, and privileged access management",Go,"go,secrets,vault",35675,4681,1495,388,354072,False,False,0,4110,True,12557,True,True,False,True,56,0.3194,10.4822
lead_architect,14125254,hashicorp/consul,"Consul is a distributed, highly available, and data center aware solution to connect and configure applications across dynamic, distributed infrastructure.",Go,"api-gateway,consul,ecs,kubernetes,service-discovery,service-mesh,vault",29900,4592,1371,353,491379,False,False,0,4587,True,3629,True,True,True,True,52,0.2986,10.3056
lead_architect,36653430,hashicorp/nomad,"Nomad is an easy-to-use, flexible, and performant workload orchestrator that can deploy a mix of microservice, batch, containerized, and non-containerized applications. Nomad is easy to operate and scale and has native Consul and Vault integrations.",Go,,16526,2084,1645,365,639643,False,False,0,4013,True,4535,True,True,False,True,54,0.7893,9.7128
lead_architect,8966356,hashicorp/packer,Packer is a tool for creating identical machine images for multiple platforms from a single source configuration.,Go,,15688,3330,324,359,114370,False,False,0,4813,True,3343,True,True,False,True,47,0.0973,9.6607
lead_architect,232630362,hashicorp/boundary,Boundary enables identity-based access management for dynamic infrastructure.,Go,"hacktoberfest,hashicorp,security,zero-trust",4034,311,162,182,112463,False,False,0,2331,True,9351,True,True,False,True,42,0.5209,8.3028
lead_architect,259191284,hashicorp/waypoint,"A tool to build, deploy, and release any application on any platform.",Go,,4728,327,362,169,273817,False,True,870,2221,True,4054,True,True,False,True,44,1.107,8.4615
lead_architect,93444615,hashicorp/terraform-provider-aws,The AWS Provider enables Terraform to manage AWS resources.,Go,"aws,terraform,terraform-provider",10896,10146,3452,354,908177,False,False,0,3278,True,1503,False,True,False,True,39,0.3402,9.2962
lead_architect,93446075,hashicorp/terraform-provider-google,Terraform Provider for Google Cloud Platform,Go,"google-cloud,terraform,terraform-provider",2615,1900,2345,402,250327,False,False,0,3278,True,2970,False,True,False,True,30,1.2342,7.8694
lead_architect,93446042,hashicorp/terraform-provider-azurerm,Terraform provider for Azure Resource Manager,Go,"azure,azure-resource-manager,terraform,terraform-provider",4937,4992,3859,327,309477,False,False,0,3278,True,3010,False,True,False,True,33,0.773,8.5047
lead_architect,72477752,pulumi/pulumi,Pulumi - Infrastructure as Code in any programming language 🚀,Go,"aws,azure,cloud,cloud-computing,containers,csharp,dotnet,fsharp,gcp,go,golang,iac,infrastructure-as-code,javascript,kubernetes,python,serverless,typescript",25238,1378,2444,340,278435,False,False,0,3495,True,9995,False,False,True,True,39,1.7736,10.1361
lead_architect,97484940,pulumi/pulumi-aws,"An Amazon Web Services (AWS) Pulumi resource package, providing multi-language access to AWS",Go,"aws,cloud,cloud-computing,csharp,dotnet,fsharp,go,golang,infrastructure,infrastructure-as-code,javascript,lambda,pulumi,python,typescript",576,185,382,97,1135603,False,False,0,3236,True,10090,False,False,False,True,34,2.0649,6.3578
lead_architect,927442,postgres/postgres,"Mirror of the official PostgreSQL GIT repository. Note that this is just a *mirror* - we don't work with pull requests on github. To contribute, please see https://wiki.postgresql.org/wiki/Submitting_a_Patch",C,,21010,5671,0,42,743824,False,False,0,5727,True,989,False,False,False,True,24,0.0,9.9528
lead_architect,24494032,mysql/mysql-server,"MySQL Server, the world's most popular open source database, and MySQL Cluster, a real-time, open source transactional database.",C++,,12264,4275,1,113,4796100,False,False,34,4261,True,666,False,False,False,False,48,0.0002,9.4145
lead_architect,7634677,openssl/openssl,General purpose TLS and crypto library,C,"cryptography,decryption,encryption,openssl,ssl,tls",30222,11281,1583,364,342868,False,False,0,4880,True,8633,False,False,True,True,67,0.1403,10.3164
lead_architect,108110,mongodb/mongo,The MongoDB Database,C++,"c-plus-plus,database,mongodb,nosql",28333,5778,25,326,1340337,False,False,0,6341,True,17453,False,True,False,True,56,0.0043,10.2518
lead_architect,48833910,tikv/tikv,"Distributed transactional key-value database, originally created to complement TiDB",Rust,"cncf,consensus,distributed-transactions,hacktoberfest,key-value,raft,rocksdb,rust,tidb,tikv",16692,2283,1743,389,135111,False,False,0,3800,True,9908,True,True,True,True,43,0.7635,9.7227
lead_architect,41986369,pingcap/tidb,"TiDB is built for agentic workloads that grow unpredictably, with ACID guarantees and native support for transactions, analytics, and vector search. No data silos. No noisy neighbors. No infrastructure ceiling.",Go,"agent,agent-context,agent-memory,agentic,ai,cloud-native,database,distributed-database,distributed-transactions,go,hacktoberfest,htap,memory,mysql,mysql-compatibility,scale,serverless,sql,tidb",40106,6190,6304,392,683933,False,False,0,3916,True,10844,True,True,True,True,52,1.0184,10.5993
lead_architect,60246359,ClickHouse/ClickHouse,ClickHouse® is a real-time analytics database management system,C++,"ai,analytics,big-data,clickhouse,cloud-native,cpp,database,dbms,distributed,embedded,hacktoberfest,lakehouse,mpp,olap,rust,self-hosted,sql",47653,8430,6150,307,6695218,False,False,0,3646,True,4824,False,True,True,True,41,0.7295,10.7717
lead_architect,19257422,questdb/questdb,"QuestDB is a high performance, open-source, time-series database",Java,"capital-markets,cpp,database,financial-analysis,grafana,java,kdb,low-latency,market-data,olap,parquet,postgresql,questdb,real-time-analytics,simd,sql,tick-data,time-series,time-series-database,tsdb",16994,1585,845,170,1884901,False,False,0,4412,True,51629,False,True,False,True,34,0.5331,9.7407
lead_architect,105944401,yugabyte/yugabyte-db,YugabyteDB - the cloud native distributed SQL database for mission-critical applications.,C,"cloud-native,cpp,database,distributed-database,distributed-sql,distributed-sql-database,high-performance,kubernetes,multi-cloud,multi-region,scale-out,sql",10306,1265,7996,295,999879,False,False,0,3156,True,18363,False,True,False,True,63,6.3209,9.2406
lead_architect,41349039,dgraph-io/dgraph,high-performance graph database for real-time use cases,Go,"database,distributed,go,knowledge-graph",21670,1588,57,193,663929,False,False,0,3928,True,7691,True,True,False,True,56,0.0359,9.9837
lead_architect,84240850,timescale/timescaledb,A time-series database for high-performance real-time analytics packaged as a Postgres extension,C,"analytics,database,financial-analysis,hacktoberfest,iot,postgres,postgresql,sql,tigerdata,time-series,time-series-database,timescaledb,tsdb",22734,1095,359,115,59134,False,False,0,3368,True,19720,False,False,True,True,33,0.3279,10.0317
lead_architect,206424,apache/cassandra,Open source transactional distributed database. Linear scalability and proven fault-tolerance on commodity hardware or cloud infrastructure without compromising performance.,Java,"cassandra,database,java",9749,3871,457,272,461938,False,False,0,6215,True,5051,False,False,True,True,38,0.1181,9.185
lead_architect,20089857,apache/hbase,Apache HBase,Java,"database,hbase,java",5536,3397,365,269,517163,False,False,0,4387,True,3023,False,True,False,True,56,0.1074,8.6192
lead_architect,206444,apache/hive,Apache Hive,Java,"apache,big-data,database,hadoop,hive,java,sql",5969,4789,77,259,752744,False,False,1,6215,True,4589,False,True,False,True,57,0.0161,8.6945
lead_architect,6358188,apache/druid,Apache Druid: a high performance real-time analytics database.,Java,druid,14010,3784,823,355,421004,False,False,0,4964,True,3099,False,True,False,True,43,0.2175,9.5476
lead_architect,160999,apache/zookeeper,Apache ZooKeeper,Java,"apache,configuration-management,consensus,coordination,database,distributed-configuration,distributed-database,distributed-systems,hacktoberfest,java,key-value,service-discovery,zab,zookeeper",12766,7332,233,250,154781,False,False,8,6270,True,3570,False,True,False,True,35,0.0318,9.4546
lead_architect,341631350,apache/lucene,Apache Lucene open-source search software,Java,"backend,information-retrieval,java,lucene,nosql,search,search-engine",3435,1361,2581,316,534931,False,False,0,1919,True,3054,False,False,False,True,29,1.8964,8.1421
lead_architect,5349565,prestodb/presto,The official home of the Presto distributed SQL query engine for big data,Java,"big-data,data,hadoop,hive,java,lakehouse,presto,query,sql",16701,5538,2890,314,278172,False,False,0,5039,True,9222,False,True,False,True,150,0.5218,9.7233
lead_architect,6443435,nats-io/nats-server,"High-Performance server for NATS.io, the cloud and edge native messaging system.",Go,"cloud,cloud-computing,cloud-native,connected-vehicle,distributed-systems,edge,edge-ai,edge-computing,go,golang,message-bus,message-queue,messaging,microservices-architecture,nats-server",19914,1818,500,182,58289,False,False,0,4958,True,4576,False,True,True,True,29,0.275,9.8992
lead_architect,924551,rabbitmq/rabbitmq-server,Open source RabbitMQ: core server and tier 1 (built-in) plugins,JavaScript,"amqp,amqp-0-9-1,amqp1-0,message-broker,messaging,mqtt,rabbitmq,stomp,streaming,streams",13676,4009,241,282,232116,False,False,0,5728,True,4766,False,False,False,True,33,0.0601,9.5235
lead_architect,62117812,apache/pulsar,Apache Pulsar - distributed pub-sub messaging system,Java,"event-streaming,messaging,pubsub,pulsar,queuing,streaming",15259,3735,1655,362,268786,False,False,0,3620,True,14604,False,False,True,True,85,0.4431,9.633
lead_architect,75164823,apache/rocketmq,"Apache RocketMQ is a cloud native messaging and streaming platform, making it simple to build event-driven applications.",Java,"cloud-native,eventing,hacktoberfest,java,messaging,rocketmq,streaming",22438,11979,297,336,46088,False,False,0,3465,True,12270,False,True,True,True,37,0.0248,10.0186
lead_architect,206387,apache/activemq,Apache ActiveMQ,Java,"activemq,amqp,amqps,apache,broker,java,jms,messaging,mqtt,openwire,stomp",2429,1489,74,162,70890,False,False,0,6215,True,3025,False,True,False,True,51,0.0497,7.7956
