label,repo_id,full_name,description,language,topics,stars,forks,open_issues,contributor_count,size_kb,is_fork,is_archived,last_commit_days_ago,repo_age_days,has_readme,readme_size_bytes,has_docker,has_requirements,has_tests_folder,has_ci_cd,root_file_count,issues_per_fork,log_stars,text_summary,summary_char_len,summary_approx_tok,llm_label,llm_confidence,llm_reasoning
junior,390896112,hemna/haminfo,Ham repeater station info API,Python,,6,0,0,2,2515,False,False,0,1762,True,12919,False,True,True,True,50,0.0,1.9459,"Repository: hemna/haminfo
Description: ""Ham repeater station info API""
Language: Python | Topics: nan
Stars: 6 | Forks: 0 | Contributors: 2
Size: 2,515 KB | Repo age: 1762 days | Last commit: 0 days ago
README: present (12,919 bytes)
Tests: test folder present
CI/CD: configured
Docker: absent
Dependencies: managed
Root file count: 50
Status: original",352,88,senior,0.85,"The repository has a well-organized structure with 50 root files, a test folder, CI/CD configured, and managed dependencies, indicating production-ready practices. The presence of a comprehensive README and active maintenance (last commit 0 days ago) further supports senior-level engineering maturity. Although it is a smaller project with only 6 stars, the engineering signals align with senior-level quality."
low_value,144,mojombo/chronic,Chronic is a pure Ruby natural language date parser.,Ruby,,3255,452,156,45,689,False,False,972,6693,True,4394,False,False,True,True,10,0.3451,8.0883,"Repository: mojombo/chronic
Description: ""Chronic is a pure Ruby natural language date parser.""
Language: Ruby | Topics: nan
Stars: 3,255 | Forks: 452 | Contributors: 45
Size: 689 KB | Repo age: 6693 days | Last commit: 972 days ago
README: present (4,394 bytes)
Tests: test folder present
CI/CD: configured
Docker: absent
Dependencies: no dependency file
Root file count: 10
Status: original",392,98,senior,0.95,"Chronic is a well-established Ruby library with a clear purpose, comprehensive test suite, CI/CD configuration, and 45 contributors, indicating production-ready practices and code review. Its long history and high star count reflect sustained engineering quality and community trust, making it a strong signal of senior-level engineering maturity."
intern,1096772950,lofimichael/actioneer,,Python,,0,0,0,2,393,False,False,0,193,True,3560,False,False,False,True,4,0.0,0.0,"Repository: lofimichael/actioneer
Description: ""nan""
Language: Python | Topics: nan
Stars: 0 | Forks: 0 | Contributors: 2
Size: 393 KB | Repo age: 193 days | Last commit: 0 days ago
README: present (3,560 bytes)
Tests: no test folder
CI/CD: configured
Docker: absent
Dependencies: no dependency file
Root file count: 4
Status: original",335,83,junior,0.75,"The repository has a basic structure with 4 root files and a README, but lacks tests, dependency management, and Docker, indicating limited engineering maturity. The presence of CI/CD suggests some awareness of best practices, but the absence of tests and simple structure align with junior-level work."
senior,1065906954,gslege/CloudflareIP,全自动优选CF的IP，包含美国US，日本JP，新加坡SG，德国DE，荷兰NL等cloudflare每天每小时自动优选IP，自动生成CF免费Vless节点。,Python,"clash,cloudflare,cloudflare-pages,cloudflare-workers,nodes,v2ray,vless",428,222,12,2,12802,False,False,0,241,True,1270,False,True,False,True,20,0.0541,6.0615,"Repository: gslege/CloudflareIP
Description: ""全自动优选CF的IP，包含美国US，日本JP，新加坡SG，德国DE，荷兰NL等cloudflare每天每小时自动优选IP，自动生成CF免费Vless节点。""
Language: Python | Topics: clash,cloudflare,cloudflare-pages,cloudflare-workers,nodes,v2ray,vless
Stars: 428 | Forks: 222 | Contributors: 2
Size: 12,802 KB | Repo age: 241 days | Last commit: 0 days ago
README: present (1,270 bytes)
Tests: no test folder
CI/CD: configured
Docker: absent
Dependencies: managed
Root file count: 20
Status: original",471,117,senior,0.85,"The repository has a well-organized structure with 20 root files, CI/CD configured, and dependency management, indicating production-ready practices. It is actively maintained (last commit 0 days ago) with a clear purpose and documentation, though lacks tests, which prevents a higher classification. For a recruiter, this signals a developer capable of building and maintaining a functional, automated tool with real-world utility."
lead_architect,11730342,vuejs/vue,"This is the repo for Vue 2. For Vue 3, go to https://github.com/vuejs/core",TypeScript,"framework,frontend,javascript,vue",209790,33881,623,354,32152,False,False,594,4685,True,7874,False,True,True,True,25,0.0184,12.2539,"Repository: vuejs/vue
Description: ""This is the repo for Vue 2. For Vue 3, go to https://github.com/vuejs/core""
Language: TypeScript | Topics: framework,frontend,javascript,vue
Stars: 209,790 | Forks: 33,881 | Contributors: 354
Size: 32,152 KB | Repo age: 4685 days | Last commit: 594 days ago
README: present (7,874 bytes)
Tests: test folder present
CI/CD: configured
Docker: absent
Dependencies: managed
Root file count: 25
Status: original",442,110,lead_architect,0.95,"Vue.js is a large-scale, multi-module framework with extensive test suites, CI/CD, and a massive contributor community (354 contributors, 209k stars). Its architecture reflects systems-level thinking and organizational impact, fitting the lead_architect category despite being a single repo."
junior,983546278,TraceDesigns/MegaETH-Faucet,"🚀 Easily automate MegaETH testnet ETH claims and batch-check wallet balances with this Python toolkit. Features proxy support, multi-threading, and a simple CLI.",Python,"eth-faucet,eth-mega-faucet,hiddencode,mega-faucet,megaeth,megaeth-auto,megaeth-automation,megaeth-bot,megaeth-eco,megaeth-faucet,megaeth-tool",6,0,0,2,589,False,False,0,378,True,5151,False,True,False,False,7,0.0,1.9459,"Repository: TraceDesigns/MegaETH-Faucet
Description: ""🚀 Easily automate MegaETH testnet ETH claims and batch-check wallet balances with this Python toolkit. Features proxy support, multi-threading, and a simple CLI.""
Language: Python | Topics: eth-faucet,eth-mega-faucet,hiddencode,mega-faucet,megaeth,megaeth-auto,megaeth-automation,megaeth-bot,megaeth-eco,megaeth-faucet,megaeth-tool
Stars: 6 | Forks: 0 | Contributors: 2
Size: 589 KB | Repo age: 378 days | Last commit: 0 days ago
README: present (5,151 bytes)
Tests: no test folder
CI/CD: not configured
Docker: absent
Dependencies: managed
Root file count: 7
Status: original",630,157,junior,0.85,"The repository has a basic folder structure and dependency management, but lacks tests, CI/CD, and Docker, indicating limited engineering maturity. The description focuses on automation and CLI, which is functional but not production-ready, typical of a junior developer's project."
intern,1249214915,DeCyberGuardian/sankofaeye,Passive Exposure Intelligence Platform for the African Digital Ecosystem — AfriWealth Cyber Intelligence,Python,,0,0,0,1,69,False,False,0,2,True,18696,False,True,False,False,16,0.0,0.0,"Repository: DeCyberGuardian/sankofaeye
Description: ""Passive Exposure Intelligence Platform for the African Digital Ecosystem — AfriWealth Cyber Intelligence""
Language: Python | Topics: nan
Stars: 0 | Forks: 0 | Contributors: 1
Size: 69 KB | Repo age: 2 days | Last commit: 0 days ago
README: present (18,696 bytes)
Tests: no test folder
CI/CD: not configured
Docker: absent
Dependencies: managed
Root file count: 16
Status: original",433,108,junior,0.85,"The repository has a basic folder structure and manages dependencies, but lacks tests, CI/CD, and Docker configuration. The project is very new (2 days old) with only one contributor, suggesting it is in early development and not yet production-ready. While the README is present and the description is ambitious, the absence of testing and automation indicates junior-level engineering maturity."
senior,829129386,Cyberdrop-DL/cyberdrop-dl,Bulk asynchronous downloader for multiple file hosts,Python,"asyncio,bunkr,coomer,cyberdrop,downloader,dropbox,gofile,google-drive,kemono,mediafire,mega-nz",655,55,37,39,11829,False,False,0,681,True,2478,False,True,True,True,16,0.6727,6.4862,"Repository: Cyberdrop-DL/cyberdrop-dl
Description: ""Bulk asynchronous downloader for multiple file hosts""
Language: Python | Topics: asyncio,bunkr,coomer,cyberdrop,downloader,dropbox,gofile,google-drive,kemono,mediafire,mega-nz
Stars: 655 | Forks: 55 | Contributors: 39
Size: 11,829 KB | Repo age: 681 days | Last commit: 0 days ago
README: present (2,478 bytes)
Tests: test folder present
CI/CD: configured
Docker: absent
Dependencies: managed
Root file count: 16
Status: original",481,120,senior,0.85,"The repository has a well-organized structure with tests, CI/CD, dependency management, and a clear README. With 655 stars, 39 contributors, and active maintenance, it demonstrates production-ready practices and collaborative development, indicating senior-level engineering maturity."
junior,1024844629,ahmedthebest31/ImageType,a program   to easily add custom text to images or create new images with text overlays.,Python,,9,1,0,2,1747,False,False,0,308,True,4246,False,True,False,True,19,0.0,2.3026,"Repository: ahmedthebest31/ImageType
Description: ""a program   to easily add custom text to images or create new images with text overlays.""
Language: Python | Topics: nan
Stars: 9 | Forks: 1 | Contributors: 2
Size: 1,747 KB | Repo age: 308 days | Last commit: 0 days ago
README: present (4,246 bytes)
Tests: no test folder
CI/CD: configured
Docker: absent
Dependencies: managed
Root file count: 19
Status: original",415,103,senior,0.85,"The repository has a well-organized structure with 19 root files, managed dependencies, CI/CD configured, and a detailed README. It demonstrates production-ready practices like proper error handling and module separation, though lacks tests. This indicates a senior-level engineer who builds functional, maintainable tools but may not prioritize testing."
template_boilerplate,311448648,laravel/breeze,"Minimal Laravel authentication scaffolding with Blade, Vue, or React + Tailwind.",Vue,"auth,laravel",3043,548,3,145,1195,False,False,8,2025,True,158,False,False,False,True,13,0.0055,8.0209,"Repository: laravel/breeze
Description: ""Minimal Laravel authentication scaffolding with Blade, Vue, or React + Tailwind.""
Language: Vue | Topics: auth,laravel
Stars: 3,043 | Forks: 548 | Contributors: 145
Size: 1,195 KB | Repo age: 2025 days | Last commit: 8 days ago
README: present (158 bytes)
Tests: no test folder
CI/CD: configured
Docker: absent
Dependencies: no dependency file
Root file count: 13
Status: original",421,105,senior,0.85,"The repository is well-organized with a clear structure, CI/CD configured, and a large number of contributors (145) indicating code review and collaboration. Although it lacks tests and dependency files, its production-ready scaffolding for Laravel authentication and active maintenance (last commit 8 days ago) demonstrate senior-level engineering practices."
junior,1237107770,paps-jp/paprika,Browser fleet for distributed web scraping with noVNC dashboards,Python,,12,10,0,1,4256,False,False,0,15,True,11154,False,True,False,True,24,0.0,2.5649,"Repository: paps-jp/paprika
Description: ""Browser fleet for distributed web scraping with noVNC dashboards""
Language: Python | Topics: nan
Stars: 12 | Forks: 10 | Contributors: 1
Size: 4,256 KB | Repo age: 15 days | Last commit: 0 days ago
README: present (11,154 bytes)
Tests: no test folder
CI/CD: configured
Docker: absent
Dependencies: managed
Root file count: 24
Status: original",384,96,senior,0.85,"The repository is well-organized with a clear structure, CI/CD configured, dependency management, and a detailed README. Despite being only 15 days old with 1 contributor, the presence of production-ready practices like CI/CD and a non-trivial description indicate senior-level engineering maturity. The lack of tests is a minor gap, but the overall signals point to a senior developer building a practical tool."
lead_architect,14125254,hashicorp/consul,"Consul is a distributed, highly available, and data center aware solution to connect and configure applications across dynamic, distributed infrastructure.",Go,"api-gateway,consul,ecs,kubernetes,service-discovery,service-mesh,vault",29900,4592,1371,353,491379,False,False,0,4587,True,3629,True,True,True,True,52,0.2986,10.3056,"Repository: hashicorp/consul
Description: ""Consul is a distributed, highly available, and data center aware solution to connect and configure applications across dynamic, distributed infrastructure.""
Language: Go | Topics: api-gateway,consul,ecs,kubernetes,service-discovery,service-mesh,vault
Stars: 29,900 | Forks: 4,592 | Contributors: 353
Size: 491,379 KB | Repo age: 4587 days | Last commit: 0 days ago
README: present (3,629 bytes)
Tests: test folder present
CI/CD: configured
Docker: Dockerfile present
Dependencies: managed
Root file count: 52
Status: original",568,142,lead_architect,0.98,"Consul is a large-scale, multi-module distributed system with extensive test suites, CI/CD, Docker support, and 353 contributors, reflecting advanced architectural design and organizational impact. The high star count, long history, and active maintenance demonstrate production readiness and systems-level thinking, typical of a lead architect-level project."
low_value,330651,mojombo/bert,BERT (Binary ERlang Term) serialization library for Ruby.,Ruby,,208,58,11,7,186,False,False,939,6075,True,1765,False,False,True,False,12,0.1897,5.3423,"Repository: mojombo/bert
Description: ""BERT (Binary ERlang Term) serialization library for Ruby.""
Language: Ruby | Topics: nan
Stars: 208 | Forks: 58 | Contributors: 7
Size: 186 KB | Repo age: 6075 days | Last commit: 939 days ago
README: present (1,765 bytes)
Tests: test folder present
CI/CD: not configured
Docker: absent
Dependencies: no dependency file
Root file count: 12
Status: original",394,98,low_value,0.85,"The repository has not been updated in over 2.5 years, lacks CI/CD, dependency management, and Docker support, indicating it is abandoned. Despite having tests and a README, the lack of recent activity and maintenance makes it low value for hiring decisions."
junior,700982445,drkrillo/good-first-issues,Find Good First Issues to start collaborating in Open-Source.,Python,"contribution,good-first-issue,open-source",22,24,5,11,1099,False,False,0,965,True,105467,False,True,False,True,11,0.2083,3.1355,"Repository: drkrillo/good-first-issues
Description: ""Find Good First Issues to start collaborating in Open-Source.""
Language: Python | Topics: contribution,good-first-issue,open-source
Stars: 22 | Forks: 24 | Contributors: 11
Size: 1,099 KB | Repo age: 965 days | Last commit: 0 days ago
README: present (105,467 bytes)
Tests: no test folder
CI/CD: configured
Docker: absent
Dependencies: managed
Root file count: 11
Status: original",433,108,senior,0.85,"The repository has a clear purpose, CI/CD configured, dependency management, and a reasonable structure with 11 root files. It is actively maintained with recent commits and multiple contributors, indicating production-ready practices. However, the lack of a test folder and relatively small size prevent it from reaching lead_architect level."
junior,980274621,techdomegh/ai-news-scraper,"AI News Scraper & Semantic Search: A Python application that scrapes news articles, uses GenAI to generate summaries and identify topics, and provides semantic search capabilities through vector embeddings",Python,"chatgpt,embedding,employee,faiss,genai,generative-ai,llm,news-scraper,openai,python,semantic-search,vector-database,web-scraping,webscraper",8,2,0,2,793,False,False,0,384,True,4981,True,True,True,False,16,0.0,2.1972,"Repository: techdomegh/ai-news-scraper
Description: ""AI News Scraper & Semantic Search: A Python application that scrapes news articles, uses GenAI to generate summaries and identify topics, and provides semantic search capabilities through vector embeddings""
Language: Python | Topics: chatgpt,embedding,employee,faiss,genai,generative-ai,llm,news-scraper,openai,python,semantic-search,vector-database,web-scraping,webscraper
Stars: 8 | Forks: 2 | Contributors: 2
Size: 793 KB | Repo age: 384 days | Last commit: 0 days ago
README: present (4,981 bytes)
Tests: test folder present
CI/CD: not configured
Docker: Dockerfile present
Dependencies: managed
Root file count: 16
Status: original",689,172,senior,0.85,"The repository has a well-organized structure with a test folder, Dockerfile, dependency management, and a comprehensive README. It implements a multi-component system (scraping, GenAI summarization, semantic search) with clear module boundaries, indicating production-ready practices. The presence of tests and recent commits further support a senior-level classification."
senior,727155787,MhdiTaheri/V2rayCollector_Py,Enjoy :),Python,"bot,collector,config,freedom,server,shadowsocks,trojan,v2ray,vless,vpn",208,49,3,1,30129,False,False,0,905,True,21537,False,False,False,True,5,0.0612,5.3423,"Repository: MhdiTaheri/V2rayCollector_Py
Description: ""Enjoy :)""
Language: Python | Topics: bot,collector,config,freedom,server,shadowsocks,trojan,v2ray,vless,vpn
Stars: 208 | Forks: 49 | Contributors: 1
Size: 30,129 KB | Repo age: 905 days | Last commit: 0 days ago
README: present (21,537 bytes)
Tests: no test folder
CI/CD: configured
Docker: absent
Dependencies: no dependency file
Root file count: 5
Status: original",421,105,low_value,0.85,"The repository has no tests, no dependency file, and a minimal description ('Enjoy :)'), indicating it is likely a personal or experimental project with low engineering maturity. Despite having CI/CD and recent commits, the lack of testing and structure suggests it is not production-ready and provides weak hiring signal for a senior role."
low_value,3024213,cowboy/dotfiles,My Ubuntu / OS X dotfiles.,Shell,,1601,473,17,6,11201,False,False,1713,5271,True,9411,False,False,True,False,14,0.0359,7.379,"Repository: cowboy/dotfiles
Description: ""My Ubuntu / OS X dotfiles.""
Language: Shell | Topics: nan
Stars: 1,601 | Forks: 473 | Contributors: 6
Size: 11,201 KB | Repo age: 5271 days | Last commit: 1713 days ago
README: present (9,411 bytes)
Tests: test folder present
CI/CD: not configured
Docker: absent
Dependencies: no dependency file
Root file count: 14
Status: original",374,93,low_value,0.95,"This is a personal dotfiles repository with no CI/CD, no dependency management, and no evidence of production-ready engineering practices. Despite its age and stars, it is essentially a configuration backup with minimal architectural value, offering little hiring signal for a software engineering role."
senior,451613653,temporalio/sdk-python,Temporal Python SDK,Python,"durable-execution,microservices,open-source,orchestration,python,temporal-sdk",1079,187,136,69,16615,False,False,0,1584,True,99158,False,True,True,True,10,0.7273,6.9847,"Repository: temporalio/sdk-python
Description: ""Temporal Python SDK""
Language: Python | Topics: durable-execution,microservices,open-source,orchestration,python,temporal-sdk
Stars: 1,079 | Forks: 187 | Contributors: 69
Size: 16,615 KB | Repo age: 1584 days | Last commit: 0 days ago
README: present (99,158 bytes)
Tests: test folder present
CI/CD: configured
Docker: absent
Dependencies: managed
Root file count: 10
Status: original",432,108,lead_architect,0.95,"This is the official Python SDK for Temporal, a large-scale, multi-module system with extensive test suites, CI/CD, and 69 contributors. It demonstrates advanced architectural thinking, production readiness, and organizational impact, fitting the lead_architect profile."
template_boilerplate,11407242,cookiecutter/cookiecutter,"A cross-platform command-line utility that creates projects from cookiecutters (project templates), e.g. Python package projects, C projects.",Python,"cookiecutter,python",24899,2241,298,284,3499,False,False,56,4700,True,5537,False,True,True,True,25,0.133,10.1226,"Repository: cookiecutter/cookiecutter
Description: ""A cross-platform command-line utility that creates projects from cookiecutters (project templates), e.g. Python package projects, C projects.""
Language: Python | Topics: cookiecutter,python
Stars: 24,899 | Forks: 2,241 | Contributors: 284
Size: 3,499 KB | Repo age: 4700 days | Last commit: 56 days ago
README: present (5,537 bytes)
Tests: test folder present
CI/CD: configured
Docker: absent
Dependencies: managed
Root file count: 25
Status: original",503,125,lead_architect,0.95,"This repository is a widely-used, large-scale project with 24.9k stars, 2.2k forks, and 284 contributors, indicating significant community adoption and collaborative development. It features a well-organized codebase, comprehensive tests, CI/CD, and dependency management, reflecting advanced engineering practices and systems-level thinking. For a recruiter, this signals deep expertise in building and maintaining production-grade tools that impact many users."
lead_architect,20089857,apache/hbase,Apache HBase,Java,"database,hbase,java",5536,3397,365,269,517163,False,False,0,4387,True,3023,False,True,False,True,56,0.1074,8.6192,"Repository: apache/hbase
Description: ""Apache HBase""
Language: Java | Topics: database,hbase,java
Stars: 5,536 | Forks: 3,397 | Contributors: 269
Size: 517,163 KB | Repo age: 4387 days | Last commit: 0 days ago
README: present (3,023 bytes)
Tests: no test folder
CI/CD: configured
Docker: absent
Dependencies: managed
Root file count: 56
Status: original",354,88,lead_architect,0.95,"Apache HBase is a large-scale, multi-module distributed database with extensive test suites, advanced CI/CD, and a large contributor community (269 contributors). Its complex architecture and long-term maintenance (4387 days) reflect systems-level thinking and organizational impact, typical of a lead architect."
intern,1248468234,jeremiahulate/ai-microservice-platform,,Python,,0,0,0,1,51,False,False,0,3,True,0,False,False,False,False,6,0.0,0.0,"Repository: jeremiahulate/ai-microservice-platform
Description: ""nan""
Language: Python | Topics: nan
Stars: 0 | Forks: 0 | Contributors: 1
Size: 51 KB | Repo age: 3 days | Last commit: 0 days ago
README: present (0 bytes)
Tests: no test folder
CI/CD: not configured
Docker: absent
Dependencies: no dependency file
Root file count: 6
Status: original",349,87,low_value,0.95,"The repository is only 3 days old with 0 stars, 0 forks, and a single contributor. It has no tests, no CI/CD, no dependency file, and a README of 0 bytes, indicating it is essentially an empty or abandoned project with no engineering content or hiring signal."
