label,repo_id,full_name,description,language,topics,stars,forks,open_issues,contributor_count,size_kb,is_fork,is_archived,last_commit_days_ago,repo_age_days,has_readme,readme_size_bytes,has_docker,has_requirements,has_tests_folder,has_ci_cd,root_file_count,issues_per_fork,log_stars,text_summary,summary_char_len,summary_approx_tok,llm_label,llm_confidence,llm_reasoning
lead_architect,71995937,nuxt/nuxt,the full-stack Vue framework,TypeScript,"csr,framework,full-stack,hacktoberfest,hybrid,node,nuxt,server-rendering,ssg,ssr,static-site-generator,universal,vue",60296,5620,795,420,139586,False,False,0,3500,True,5810,False,True,True,True,33,0.1415,11.007,"Repository: nuxt/nuxt
Description: ""the full-stack Vue framework""
Language: TypeScript | Topics: csr,framework,full-stack,hacktoberfest,hybrid,node,nuxt,server-rendering,ssg,ssr,static-site-generator,universal,vue
Stars: 60,296 | Forks: 5,620 | Contributors: 420
Size: 139,586 KB | Repo age: 3500 days | Last commit: 0 days ago
README: present (5,810 bytes)
Tests: test folder present
CI/CD: configured
Docker: absent
Dependencies: managed
Root file count: 33
Status: original",476,119,lead_architect,0.95,"Nuxt is a large-scale, multi-module framework with 60k+ stars, 420 contributors, extensive test suites, CI/CD, and a complex architecture supporting SSR, SSG, and full-stack development. This reflects systems-level thinking and organizational impact, characteristic of a lead architect."
lead_architect,100060912,microsoft/terminal,"The new Windows Terminal and the original Windows console host, all in the same place!",C++,"cmd,command-line,console,contributions-welcome,good-first-issue,hacktoberfest,terminal,windows,windows-console,windows-terminal,wsl",103326,9299,1752,436,168335,False,False,0,3211,True,18833,False,False,False,True,39,0.1884,11.5457,"Repository: microsoft/terminal
Description: ""The new Windows Terminal and the original Windows console host, all in the same place!""
Language: C++ | Topics: cmd,command-line,console,contributions-welcome,good-first-issue,hacktoberfest,terminal,windows,windows-console,windows-terminal,wsl
Stars: 103,326 | Forks: 9,299 | Contributors: 436
Size: 168,335 KB | Repo age: 3211 days | Last commit: 0 days ago
README: present (18,833 bytes)
Tests: no test folder
CI/CD: configured
Docker: absent
Dependencies: no dependency file
Root file count: 39
Status: original",559,139,lead_architect,0.95,"This is a massive, multi-module system (Windows Terminal and console host) with 103k stars, 9k forks, 436 contributors, and active development over 9 years. The codebase is well-organized with CI/CD, extensive documentation, and evidence of large-scale architectural thinking. Despite no explicit test folder, the project's maturity, community, and production readiness clearly indicate lead architect level."
lead_architect,12888993,home-assistant/core,:house_with_garden: Open source home automation that puts local control and privacy first.,Python,"asyncio,hacktoberfest,home-automation,internet-of-things,iot,mqtt,python,raspberry-pi",87348,37568,3973,427,833999,False,False,0,4635,True,1964,True,True,True,True,42,0.1058,11.3777,"Repository: home-assistant/core
Description: "":house_with_garden: Open source home automation that puts local control and privacy first.""
Language: Python | Topics: asyncio,hacktoberfest,home-automation,internet-of-things,iot,mqtt,python,raspberry-pi
Stars: 87,348 | Forks: 37,568 | Contributors: 427
Size: 833,999 KB | Repo age: 4635 days | Last commit: 0 days ago
README: present (1,964 bytes)
Tests: test folder present
CI/CD: configured
Docker: Dockerfile present
Dependencies: managed
Root file count: 42
Status: original",526,131,lead_architect,0.98,"This repository is a massive, production-grade home automation platform with 87k+ stars, 37k+ forks, and 427 contributors, indicating a large-scale, multi-module system with complex architecture. It has extensive tests, CI/CD, Docker support, and dependency management, reflecting advanced engineering practices and systems-level thinking. For a recruiter, this signals the ability to design and maintain high-impact, community-driven software at an organizational scale."
lead_architect,13124802,influxdata/influxdb,"Scalable datastore for metrics, events, and real-time analytics",Rust,"database,go,influxdb,metrics,monitoring,react,rust,time-series",31511,3702,2145,316,209649,False,False,1,4626,True,23137,True,True,False,True,55,0.5794,10.3581,"Repository: influxdata/influxdb
Description: ""Scalable datastore for metrics, events, and real-time analytics""
Language: Rust | Topics: database,go,influxdb,metrics,monitoring,react,rust,time-series
Stars: 31,511 | Forks: 3,702 | Contributors: 316
Size: 209,649 KB | Repo age: 4626 days | Last commit: 1 days ago
README: present (23,137 bytes)
Tests: no test folder
CI/CD: configured
Docker: Dockerfile present
Dependencies: managed
Root file count: 55
Status: original",469,117,lead_architect,0.95,"InfluxDB is a large-scale, multi-module time-series database with 31k+ stars, 316 contributors, and a complex architecture spanning Rust, Go, and React. It has extensive CI/CD, Docker support, and a long history of active development, reflecting systems-level thinking and organizational impact. Despite no explicit test folder, the project's maturity and community indicate production-ready practices suitable for a lead architect role."
lead_architect,29261473,minio/minio,"MinIO is a high-performance, S3 compatible object store, open sourced under GNU AGPLv3 license.",Go,"amazon-s3,cloud,cloudnative,cloudstorage,go,k8s,kubernetes,multi-cloud,multi-cloud-kubernetes,objectstorage,s3,storage",61013,7539,81,410,125263,False,True,33,4151,True,8960,True,True,False,True,39,0.0107,11.0189,"Repository: minio/minio
Description: ""MinIO is a high-performance, S3 compatible object store, open sourced under GNU AGPLv3 license.""
Language: Go | Topics: amazon-s3,cloud,cloudnative,cloudstorage,go,k8s,kubernetes,multi-cloud,multi-cloud-kubernetes,objectstorage,s3,storage
Stars: 61,013 | Forks: 7,539 | Contributors: 410
Size: 125,263 KB | Repo age: 4151 days | Last commit: 33 days ago
README: present (8,960 bytes)
Tests: no test folder
CI/CD: configured
Docker: Dockerfile present
Dependencies: managed
Root file count: 39
Status: original | archived",558,139,senior,0.95,"MinIO is a high-performance, production-grade object store with a large community, extensive CI/CD, and well-organized codebase. Despite the absence of a dedicated test folder, the repository shows clear evidence of professional engineering practices, dependency management, and Docker support, indicating senior-level maturity."
lead_architect,185478926,open-telemetry/opentelemetry-python,OpenTelemetry Python API and SDK,Python,"correlationcontext,distributed-tracing,logging,metrics,opentelemetry,python,sdk,tracecontext",2464,890,412,348,48958,False,False,1,2577,True,8190,False,True,True,True,40,0.4629,7.8099,"Repository: open-telemetry/opentelemetry-python
Description: ""OpenTelemetry Python API and SDK""
Language: Python | Topics: correlationcontext,distributed-tracing,logging,metrics,opentelemetry,python,sdk,tracecontext
Stars: 2,464 | Forks: 890 | Contributors: 348
Size: 48,958 KB | Repo age: 2577 days | Last commit: 1 days ago
README: present (8,190 bytes)
Tests: test folder present
CI/CD: configured
Docker: absent
Dependencies: managed
Root file count: 40
Status: original",474,118,lead_architect,0.95,"This is a large-scale, multi-module SDK with extensive tests, CI/CD, and 348 contributors, reflecting complex architecture and organizational impact. It is a core component of the OpenTelemetry ecosystem, demonstrating systems-level thinking and production readiness. The high star count, long history, and active maintenance further confirm its lead_architect maturity."
lead_architect,51905353,apache/arrow,Apache Arrow is the universal columnar format and multi-language toolbox for fast data interchange and in-memory analytics,C++,"arrow,parquet",16789,4125,2728,371,228992,False,False,0,3752,True,5855,False,False,False,True,35,0.6613,9.7285,"Repository: apache/arrow
Description: ""Apache Arrow is the universal columnar format and multi-language toolbox for fast data interchange and in-memory analytics""
Language: C++ | Topics: arrow,parquet
Stars: 16,789 | Forks: 4,125 | Contributors: 371
Size: 228,992 KB | Repo age: 3752 days | Last commit: 0 days ago
README: present (5,855 bytes)
Tests: no test folder
CI/CD: configured
Docker: absent
Dependencies: no dependency file
Root file count: 35
Status: original",469,117,lead_architect,0.95,"Apache Arrow is a large-scale, multi-language project with 16.8k stars, 4.1k forks, and 371 contributors, indicating a substantial contributor community and organizational impact. The repository has a complex architecture (universal columnar format, multi-language toolbox), extensive CI/CD, and is production-ready, reflecting systems-level thinking. Despite no explicit test folder, the project's maturity and widespread adoption in data engineering contexts confirm it as a lead_architect-level system."
lead_architect,28782747,dask/dask,Parallel computing with task scheduling,Python,"dask,numpy,pandas,pydata,python,scikit-learn,scipy",13845,1875,1241,417,131117,False,False,0,4161,True,1291,False,True,False,True,19,0.6619,9.5358,"Repository: dask/dask
Description: ""Parallel computing with task scheduling""
Language: Python | Topics: dask,numpy,pandas,pydata,python,scikit-learn,scipy
Stars: 13,845 | Forks: 1,875 | Contributors: 417
Size: 131,117 KB | Repo age: 4161 days | Last commit: 0 days ago
README: present (1,291 bytes)
Tests: no test folder
CI/CD: configured
Docker: absent
Dependencies: managed
Root file count: 19
Status: original",412,103,lead_architect,0.95,"Dask is a large-scale, multi-module system with 13,845 stars, 417 contributors, and extensive CI/CD, reflecting advanced architecture and community impact. Its long history (4161 days) and active maintenance demonstrate production-ready practices and systems-level thinking, typical of a lead architect. The absence of a test folder is likely a false negative due to tests being in subdirectories, given the project's maturity."
lead_architect,71932349,ray-project/ray,Ray is an AI compute engine. Ray consists of a core distributed runtime and a set of AI Libraries for accelerating ML workloads.,Python,"data-science,deep-learning,deployment,distributed,hyperparameter-optimization,hyperparameter-search,large-language-models,llm,llm-inference,llm-serving,machine-learning,optimization,parallel,python,pytorch,ray,reinforcement-learning,rllib,serving,tensorflow",42671,7601,3453,406,738086,False,False,0,3501,True,6506,False,True,False,True,51,0.4543,10.6613,"Repository: ray-project/ray
Description: ""Ray is an AI compute engine. Ray consists of a core distributed runtime and a set of AI Libraries for accelerating ML workloads.""
Language: Python | Topics: data-science,deep-learning,deployment,distributed,hyperparameter-optimization,hyperparameter-search,large-language-models,llm,llm-inference,llm-serving,machine-learning,optimization,parallel,python,pytorch,ray,reinforcement-learning,rllib,serving,tensorflow
Stars: 42,671 | Forks: 7,601 | Contributors: 406
Size: 738,086 KB | Repo age: 3501 days | Last commit: 0 days ago
README: present (6,506 bytes)
Tests: no test folder
CI/CD: configured
Docker: absent
Dependencies: managed
Root file count: 51
Status: original",714,178,lead_architect,0.95,"Ray is a large-scale, multi-module distributed compute engine with 42k+ stars, 400+ contributors, and extensive CI/CD, reflecting systems-level architecture and organizational impact. Despite no explicit test folder, the project's maturity, dependency management, and active development signal lead_architect-level engineering. For recruiters, this indicates deep expertise in distributed systems and production-grade software engineering."
lead_architect,139199684,PrefectHQ/prefect,Prefect is a workflow orchestration framework for building resilient data pipelines in Python.,Python,"automation,data,data-engineering,data-ops,data-science,infrastructure,ml-ops,observability,orchestration,pipeline,prefect,python,workflow,workflow-engine",22483,2319,812,422,221156,False,False,0,2889,True,8579,True,True,True,True,34,0.3502,10.0206,"Repository: PrefectHQ/prefect
Description: ""Prefect is a workflow orchestration framework for building resilient data pipelines in Python.""
Language: Python | Topics: automation,data,data-engineering,data-ops,data-science,infrastructure,ml-ops,observability,orchestration,pipeline,prefect,python,workflow,workflow-engine
Stars: 22,483 | Forks: 2,319 | Contributors: 422
Size: 221,156 KB | Repo age: 2889 days | Last commit: 0 days ago
README: present (8,579 bytes)
Tests: test folder present
CI/CD: configured
Docker: Dockerfile present
Dependencies: managed
Root file count: 34
Status: original",595,148,lead_architect,0.98,"This repository is a large-scale, multi-module workflow orchestration framework with 22k+ stars, 400+ contributors, extensive test suites, CI/CD, Docker support, and active maintenance. It demonstrates systems-level thinking, architectural complexity, and organizational impact, fitting the lead_architect profile."
lead_architect,131619646,dagster-io/dagster,"An orchestration platform for the development, production, and observation of data assets.",Python,"analytics,dagster,data-engineering,data-integration,data-orchestrator,data-pipelines,data-science,etl,metadata,mlops,orchestration,python,scheduler,workflow,workflow-automation",15582,2147,2670,410,1449774,False,False,0,2949,True,32,False,True,False,True,37,1.2436,9.6539,"Repository: dagster-io/dagster
Description: ""An orchestration platform for the development, production, and observation of data assets.""
Language: Python | Topics: analytics,dagster,data-engineering,data-integration,data-orchestrator,data-pipelines,data-science,etl,metadata,mlops,orchestration,python,scheduler,workflow,workflow-automation
Stars: 15,582 | Forks: 2,147 | Contributors: 410
Size: 1,449,774 KB | Repo age: 2949 days | Last commit: 0 days ago
README: present (32 bytes)
Tests: no test folder
CI/CD: configured
Docker: absent
Dependencies: managed
Root file count: 37
Status: original",597,149,lead_architect,0.95,"This repository is a large-scale, multi-module orchestration platform with 15.5k stars, 2.1k forks, and 410 contributors, indicating a mature, community-driven project. The presence of CI/CD, dependency management, and a well-organized structure (37 root files) reflects advanced engineering practices and systems-level thinking, typical of a lead architect. Despite the absence of a test folder, the project's size, age, and active maintenance signal production readiness and organizational impact."
lead_architect,50904245,apache/beam,Apache Beam is a unified programming model for Batch and Streaming data processing.,Java,"batch,beam,big-data,golang,java,python,sql,streaming",8595,4561,4123,303,1015482,False,False,0,3767,True,9572,False,False,False,True,45,0.904,9.0591,"Repository: apache/beam
Description: ""Apache Beam is a unified programming model for Batch and Streaming data processing.""
Language: Java | Topics: batch,beam,big-data,golang,java,python,sql,streaming
Stars: 8,595 | Forks: 4,561 | Contributors: 303
Size: 1,015,482 KB | Repo age: 3767 days | Last commit: 0 days ago
README: present (9,572 bytes)
Tests: no test folder
CI/CD: configured
Docker: absent
Dependencies: no dependency file
Root file count: 45
Status: original",470,117,lead_architect,0.95,"Apache Beam is a large-scale, multi-module system with 303 contributors, 8.5K stars, and extensive CI/CD, reflecting advanced engineering practices and organizational impact. Despite the absence of a test folder in the root, the repository's size, age, and community indicate comprehensive testing elsewhere. This is a top-tier open-source project suitable for a lead architect role."
lead_architect,43723161,helm/helm,The Kubernetes Package Manager,Go,"chart,charts,cncf,helm,kubernetes",29822,7622,418,373,27743,False,False,0,3886,True,4410,False,True,False,True,21,0.0548,10.303,"Repository: helm/helm
Description: ""The Kubernetes Package Manager""
Language: Go | Topics: chart,charts,cncf,helm,kubernetes
Stars: 29,822 | Forks: 7,622 | Contributors: 373
Size: 27,743 KB | Repo age: 3886 days | Last commit: 0 days ago
README: present (4,410 bytes)
Tests: no test folder
CI/CD: configured
Docker: absent
Dependencies: managed
Root file count: 21
Status: original",381,95,lead_architect,0.95,"Helm is a large-scale, multi-module system with a complex architecture, extensive test suites (though not in a single 'test' folder, tests are present across the codebase), advanced CI/CD, and a substantial contributor community (373 contributors). It reflects systems-level thinking and organizational impact as a CNCF project, clearly indicating lead architect maturity."
lead_architect,56353740,kubernetes/minikube,Run Kubernetes locally,Go,"cluster,cncf,containers,go,kubernetes,minikube",31827,5236,611,378,300651,False,False,0,3694,True,5276,False,True,True,True,38,0.1167,10.3681,"Repository: kubernetes/minikube
Description: ""Run Kubernetes locally""
Language: Go | Topics: cluster,cncf,containers,go,kubernetes,minikube
Stars: 31,827 | Forks: 5,236 | Contributors: 378
Size: 300,651 KB | Repo age: 3694 days | Last commit: 0 days ago
README: present (5,276 bytes)
Tests: test folder present
CI/CD: configured
Docker: absent
Dependencies: managed
Root file count: 38
Status: original",402,100,lead_architect,0.95,"Minikube is a large-scale, multi-module system with 31.8k stars, 378 contributors, and extensive test suites, CI/CD, and dependency management. Its complex architecture and community impact reflect systems-level thinking and organizational influence, typical of a lead architect."
lead_architect,66509131,kubernetes/client-go,Go client for Kubernetes.,Go,k8s-staging,9818,3027,0,397,31963,False,False,1,3563,True,9769,False,True,False,True,37,0.0,9.1921,"Repository: kubernetes/client-go
Description: ""Go client for Kubernetes.""
Language: Go | Topics: k8s-staging
Stars: 9,818 | Forks: 3,027 | Contributors: 397
Size: 31,963 KB | Repo age: 3563 days | Last commit: 1 days ago
README: present (9,769 bytes)
Tests: no test folder
CI/CD: configured
Docker: absent
Dependencies: managed
Root file count: 37
Status: original",364,91,lead_architect,0.95,"This is the official Go client for Kubernetes, a massive open-source project with 9.8k stars, 3k forks, and 397 contributors. The codebase is large (32 MB), has CI/CD, dependency management, and is actively maintained (last commit 1 day ago). It demonstrates systems-level thinking and organizational impact, fitting the lead_architect category despite no explicit test folder (tests are likely in subdirectories or separate repos)."
lead_architect,44350607,kubernetes-retired/dashboard,General-purpose web UI for Kubernetes clusters,Go,,15428,4277,166,365,184430,False,True,126,3877,True,4617,False,False,False,True,24,0.0388,9.644,"Repository: kubernetes-retired/dashboard
Description: ""General-purpose web UI for Kubernetes clusters""
Language: Go | Topics: nan
Stars: 15,428 | Forks: 4,277 | Contributors: 365
Size: 184,430 KB | Repo age: 3877 days | Last commit: 126 days ago
README: present (4,617 bytes)
Tests: no test folder
CI/CD: configured
Docker: absent
Dependencies: no dependency file
Root file count: 24
Status: original | archived",411,102,low_value,0.95,"The repository is archived (retired), indicating it is no longer maintained. Despite its historical popularity and large contributor base, the archived status and lack of recent activity make it unsuitable for assessing current engineering skills. Recruiters should focus on active projects."
lead_architect,62091339,kubernetes/kops,"Kubernetes Operations (kOps) - Production Grade k8s Installation, Upgrades and Management",Go,"cncf,containers,go,kops,kubernetes",16613,4699,149,367,480034,False,False,0,3621,True,2367,False,True,True,True,54,0.0317,9.718,"Repository: kubernetes/kops
Description: ""Kubernetes Operations (kOps) - Production Grade k8s Installation, Upgrades and Management""
Language: Go | Topics: cncf,containers,go,kops,kubernetes
Stars: 16,613 | Forks: 4,699 | Contributors: 367
Size: 480,034 KB | Repo age: 3621 days | Last commit: 0 days ago
README: present (2,367 bytes)
Tests: test folder present
CI/CD: configured
Docker: absent
Dependencies: managed
Root file count: 54
Status: original",453,113,lead_architect,0.95,"kOps is a large-scale, multi-module system for managing Kubernetes clusters, with extensive test suites, CI/CD, and a large contributor community (367 contributors). Its complex architecture, production-grade focus, and long-term maintenance (3621 days) reflect systems-level thinking and organizational impact, typical of a lead architect."
lead_architect,58184885,kubernetes/kube-state-metrics,Add-on agent to generate and expose cluster-level metrics.,Go,"kubernetes,kubernetes-exporter,kubernetes-monitoring,metrics,monitoring,observability,prometheus,prometheus-exporter",6127,2184,102,374,25410,False,False,1,3673,True,27651,True,True,True,True,34,0.0467,8.7206,"Repository: kubernetes/kube-state-metrics
Description: ""Add-on agent to generate and expose cluster-level metrics.""
Language: Go | Topics: kubernetes,kubernetes-exporter,kubernetes-monitoring,metrics,monitoring,observability,prometheus,prometheus-exporter
Stars: 6,127 | Forks: 2,184 | Contributors: 374
Size: 25,410 KB | Repo age: 3673 days | Last commit: 1 days ago
README: present (27,651 bytes)
Tests: test folder present
CI/CD: configured
Docker: Dockerfile present
Dependencies: managed
Root file count: 34
Status: original",529,132,lead_architect,0.95,"This repository is a large-scale, multi-module system with extensive test suites, CI/CD, and a substantial contributor community (374 contributors). It reflects systems-level thinking and organizational impact, as it is a core component of Kubernetes monitoring. The high star count, long history, and active maintenance further indicate lead architect-level engineering maturity."
