label,repo_id,full_name,description,language,topics,stars,forks,open_issues,contributor_count,size_kb,is_fork,is_archived,last_commit_days_ago,repo_age_days,has_readme,readme_size_bytes,has_docker,has_requirements,has_tests_folder,has_ci_cd,root_file_count
senior,1032170083,harbor-framework/harbor,Harbor is a framework for running agent evaluations and creating and using RL environments.,Python,"evals,rl-environments,terminal-bench",2158,1071,354,200,38329,False,False,0,295,True,2568,False,True,True,True,24
senior,293330662,thevickypedia/Jarvis,Fully Functional Voice Based Natural Language UI,Python,"fastapi,hotword-detection,icalendar,ics,jaguar,jarvis,landrover,magichome,monitor-surrounding-conditions,offline-capable-app,pydantic-models,robinhood-portfolio,speech-recognition,telegram-bot-api,text-to-speech,virtual-assistant,voice-messaging,vpn-server,weather-api,webos-tv",239,47,0,2,93056,False,False,0,2089,True,12737,False,True,True,True,18
senior,388876833,NVIDIA/NVFlare,NVIDIA Federated Learning Application Runtime Environment,Python,"decentralized,federated-analytics,federated-computing,federated-learning,pet,privacy-protection,python",937,259,27,61,147338,False,False,0,1769,True,4634,False,True,True,True,37
senior,914053359,OpenMind/OM1,Modular AI runtime for robots,Python,"llm,multiagent,robotics,ros2,zenoh",2799,991,114,117,172436,False,False,0,504,True,9642,True,True,True,True,26
senior,99623500,awslabs/open-data-registry,A registry of publicly available datasets on AWS,Python,,1715,1163,113,401,11385,False,False,0,3215,True,11582,False,True,False,False,15
senior,66404312,AcademySoftwareFoundation/OpenTimelineIO,Open Source API and interchange format for editorial timeline information.,Python,"animation,cut,editing,editorial,film,film-editing,interchange,interchange-format,nle,otio,timeline,vfx,video-editing",1878,330,215,87,25022,False,False,0,3564,True,1082,False,True,True,True,35
senior,339475110,ceccopierangiolieugenio/pyTermTk,Python Terminal Toolkit - a Spiced Up Cross Compatible TUI Library 🌶️ ,Python,"ascii,ascii-graphics,library,pyodide,pytermtk,python,terminal,terminal-emulator,terminal-graphics,terminal-multiplexer,text-editor,tui,tui-app,tui-editor,tui-library,tutorial,ui,ui-design,ui-library,user-interface",894,33,54,10,12940,False,False,0,1926,True,9916,False,True,True,True,22
senior,838357935,rennf93/fastapi-guard,"FastAPI Guard: A security library for FastAPI that provides middleware to control IPs, log requests, and detect penetration attempts. It integrates seamlessly with FastAPI to offer robust protection against various security threats.",Python,"api,fastapi,ip,middleware,python,rest,security",788,40,1,6,54348,False,False,0,660,True,11542,True,True,True,True,25
senior,1096073176,amazon-far/holosoma,,Python,,1355,199,42,16,108332,False,False,0,195,True,5312,False,True,True,True,21
senior,646799139,KindleModding/kindlemodding.github.io,Technical Kindle Documentation With Jailbreaking Guides,Python,,267,54,17,28,77165,False,False,0,1094,True,289,False,False,False,True,13
senior,61572326,DataDog/dd-trace-py,Datadog Python APM Client,Python,"apm,ci,datadog,debugging,error-monitoring,observability,profiling,python,security,tracing",639,508,251,364,135007,False,False,0,3628,True,1811,False,True,True,True,53
senior,593769676,tonkeeper/ton-assets,,Python,,678,2974,38,443,14623,False,False,0,1217,True,1762,False,True,False,True,16
senior,1242719319,paradigmxyz/centaur,"Multiplayer, self-hosted, secure agents.",Python,,620,83,49,15,30583,False,False,0,9,True,8439,False,True,False,True,22
senior,829129386,Cyberdrop-DL/cyberdrop-dl,Bulk asynchronous downloader for multiple file hosts,Python,"asyncio,bunkr,coomer,cyberdrop,downloader,dropbox,gofile,google-drive,kemono,mediafire,mega-nz",655,55,37,39,11829,False,False,0,681,True,2478,False,True,True,True,16
senior,888912326,tensorlakeai/tensorlake,Tensorlake is a serverless runtime for sandboxes and deploying background agentic applications,Python,,927,135,48,19,30593,False,False,0,558,True,8526,False,True,True,True,26
senior,136665965,lenskit/lkpy,Python recommendation toolkit,Python,"lenskit,python,recsys,scikit",312,74,99,17,16678,False,False,0,2910,True,6888,False,True,True,True,29
senior,60551519,spacetelescope/jwst,Python library for science observations from the James Webb Space Telescope ,Python,"astronomy,jwst,python",653,188,394,70,109865,False,False,0,3642,True,26685,False,True,False,True,23
senior,190652903,mozilla/fx-private-relay,"Keep your email safe from hackers and trackers. Make an email alias with 1 click, and keep your address to yourself.",Python,,1732,255,34,43,63780,False,False,0,2547,True,15865,True,True,False,True,37
senior,356975888,nv-legate/cupynumeric,NumPy and SciPy on Multi-Node Multi-GPU systems,Python,,975,87,181,51,75476,False,False,0,1872,True,2482,False,True,True,True,32
senior,776513710,allenai/OLMo-core,PyTorch building blocks for the OLMo ecosystem,Python,,1239,245,84,30,57737,False,False,0,795,True,9139,False,True,False,True,14
senior,1172963839,openai/plugins,OpenAI Plugins,Python,,1267,187,37,42,33674,False,False,0,84,True,1074,False,False,False,False,4
senior,45069467,hail-is/hail,Cloud-native genomic dataframes and batch computing,Python,"bioinformatics,genetics,genomics,gwas,hail,python,software,vcf",1063,266,326,85,137072,False,False,0,3865,True,4158,False,True,False,True,48
senior,1111960298,jewbetcha/openflight,,Python,,491,48,20,12,105911,False,False,0,170,True,10508,False,True,True,True,26
senior,727155787,MhdiTaheri/V2rayCollector_Py,Enjoy :),Python,"bot,collector,config,freedom,server,shadowsocks,trojan,v2ray,vless,vpn",208,49,3,1,30129,False,False,0,905,True,21537,False,False,False,True,5
senior,647427819,langchain-ai/langsmith-sdk,LangSmith Client SDK Implementations,Python,"evaluation,language-model,observability",906,237,170,85,22833,False,False,0,1093,True,3248,False,False,False,True,16
senior,1087498373,PierreGode/Ragnar,"Ragnar is a Powerful network scanning and offensive security tool for the Raspberry Pi with a 2.13-inch e-Paper HAT and is Father of Bjorn. It discovers network targets, open ports, exposed services, vulnerabilities.",Python,,532,46,2,7,28407,False,False,0,207,True,14419,False,True,True,True,89
senior,987975841,NVIDIA-NeMo/Megatron-Bridge,Training library for Megatron-based models with bidirectional Hugging Face conversion capability,Python,,670,330,359,123,82180,False,False,0,371,True,21816,False,True,True,True,32
senior,10066301,openstack/ironic,A service for managing and provisioning Bare Metal servers. Mirror of code maintained at opendev.org.,Python,service,551,372,0,300,62614,False,False,0,4761,True,1887,False,True,False,False,27
senior,765605091,ROCm/TheRock,The HIP Environment and ROCm Kit - A lightweight open source build system for HIP and ROCm,Python,,1043,245,920,183,24872,False,False,0,817,True,22754,False,True,True,True,41
senior,289306932,scverse/squidpy,Spatial Single Cell Analysis in Python,Python,"data-visualization,image-analysis,single-cell-genomics,single-cell-rna-seq,spatial-analysis,spatial-transcriptomics,squidpy",572,113,108,44,11554,False,False,0,2105,True,4421,False,True,True,True,17
senior,710526044,endurain-project/endurain, Endurain is a self-hosted fitness tracking service designed to give users full control over their data and hosting environment,Python,,1914,116,109,46,148172,False,False,0,944,True,4903,False,False,False,True,24
senior,605635573,frenck/spook,A scary 👻 powerful toolbox 🧰 for Home Assistant 🏡,Python,"hacs-integration,home-assistant,home-assistant-component,home-assistant-config,home-assistant-configuration,home-assistant-custom,home-assistant-integration,home-automation,home-destruction,homeassistant,homeassistant-homie,homey,homie,powerful,powertools,random,spooky,toolbox",1131,76,81,74,20732,False,False,0,1189,True,3606,False,True,True,True,15
senior,752934107,Epodonios/bulk-xray-v2ray-vless-vmess-...-configs,free vmess vless trojan shadowsocks live v2ray_xray configs splitted by country,Python,"bot,collector,config,freedom,python,shadowsocks,trojan,v2ray,vless,vmess,vpn,xray",357,50,10,1,23708,False,False,0,842,True,25424,False,False,False,True,4
senior,160674247,nubenetes/awesome-kubernetes,A curated list of awesome references collected since 2018.,Python,"agentic-ai,ai,architecture,awesome-list,aws,azure,cloud-native,cncf,devops,devsecops,finops,gcp,gitops,infrastructure-as-code,kubernetes,multicloud,observability,platform-engineering,service-mesh,sre",661,134,0,43,133533,False,False,0,2729,True,79151,False,True,False,True,17
senior,978408386,vllm-project/tpu-inference,"TPU inference for vLLM, with unified JAX and PyTorch support.",Python,,338,198,289,110,56693,False,False,0,386,True,87234,False,True,True,True,27
senior,704737921,Bush2021/edge_installer,Use GitHub Actions to automatically get Microsoft Edge offline installation package,Python,,310,35,0,1,12197,False,False,0,956,True,12718,False,False,False,True,7
senior,491060086,uleroboticsgroup/yasmin,YASMIN (Yet Another State MachINe),Python,"cpp,python,ros2,ros2-foxy,ros2-galactic,ros2-humble,ros2-iron,ros2-jazzy,ros2-kilted,ros2-lyrical,ros2-rolling,state-machine",256,48,0,24,130530,False,False,0,1477,True,134827,True,False,False,True,17
senior,533934365,quantgirluk/aleatory,📦 Python library for Stochastic Processes Simulation and Visualisation,Python,"data-visualization,data-viz,diffusion-models,financial-mathematics,monte-carlo,probability,statistics,stochastic-differential-equations,stochastic-processes",364,39,1,1,92386,False,False,0,1358,True,8318,False,True,True,True,12
senior,1161771302,ssdavidai/alfred,Personal agentic infrastructure. Self-hosted. Always on.,Python,,222,27,2,2,17538,False,False,0,97,True,20262,False,False,False,True,13
senior,842268147,cassandra/home-information,"Home Information - Your home, your data, organized.",Python,,534,28,28,4,48215,False,False,0,651,True,5781,True,False,False,True,23
senior,43105431,faucetsdn/faucet,"FAUCET is an OpenFlow controller for multi table OpenFlow 1.3 switches, that implements layer 2 switching, VLANs, ACLs, and layer 3 IPv4 and IPv6 routing.",Python,"faucet-sdn,sdn,sdn-controller,software-defined-network",620,197,46,58,36015,False,False,0,3897,True,3586,False,True,True,True,37
senior,709856847,cxyfreedom/website-hot-hub,记录 36Kr、bilibili、GitHub、抖音、掘金、微信读书平台从 2023-10-25 日至今的热点榜。每小时抓取一次数据，按天归档。非当年数据归档到 Releases 中,Python,,356,55,3,1,144072,False,False,0,945,True,44181,False,True,False,True,18
senior,432968463,stanford-crfm/helm,"Holistic Evaluation of Language Models (HELM) is an open source Python framework created by the Center for Research on Foundation Models (CRFM) at Stanford for holistic, reproducible and transparent evaluation of foundation models, including large language models (LLMs) and multimodal models.",Python,,2801,392,75,128,128493,False,False,0,1640,True,7221,False,True,False,True,22
senior,2012231,zatosource/zato,"ESB, SOA, REST, APIs and Cloud Integrations in Python",Python,"aerospace,airport,api,api-gateway,api-server,automation-framework,defense,enterprise,enterprise-service-bus,esb,fhir,healthcare,hl7,interoperability,ipaas,low-code,orchestration-framework,python,soa,telecommunications",1009,252,0,25,145010,False,False,0,5438,True,1811,False,True,False,True,8
senior,846145923,NVIDIA/NeMo-Retriever,"NeMo Retriever Library is a scalable, performance-oriented document content and metadata extraction microservice. NeMo Retriever extraction uses specialized NVIDIA NIM microservices to find, contextualize, and extract text, tables, charts and images that you can use in downstream generative applicat",Python,,2929,322,188,49,43216,False,False,0,643,True,14027,True,True,False,True,36
senior,52558133,sonic-net/sonic-mgmt,Configuration management examples for SONiC,Python,"hacktoberfest,sonic",261,1048,2297,412,139406,False,False,0,3744,True,2417,False,True,True,True,24
senior,792975044,PBH-BTN/BTN-Collected-Rules,由 BTN 网络统计分析和维护的 BitTorrent 恶意/疑似恶意 IP 地址集合,Python,"bittorrent,blacklist,blocklist,ipfilter",547,17,4,5,61289,False,False,0,759,True,10472,False,False,False,True,23
senior,425810267,PallasBot/Pallas-Bot,《明日方舟》帕拉斯 Bot,Python,,466,81,1,26,72015,False,False,0,1661,True,9511,True,True,True,True,28
senior,792542977,ArcadeAI/arcade-mcp,MCP Server Framework and Tool Development library for building custom capabilities into agents. ,Python,"ai,arcade,arcade-ai,claude,claude-code,claude-mcp,mcp,mcp-framework,mcp-gateway,mcp-runtime,mcp-server,mcp-servers,mcp-tools,mcpserver,model-context-protocol,model-context-protocol-sdk,python",903,95,19,24,28677,False,False,0,761,True,6182,False,True,True,True,24
senior,878958395,mjun0812/flash-attention-prebuild-wheels,Provide with pre-build flash-attention 2 and 3 package wheels on Linux and Windows using GitHub Actions,Python,,1466,65,3,6,17963,False,False,0,578,True,8002,False,False,False,True,14
senior,970899748,pytorch/helion,"A Python-embedded DSL that makes it easy to write fast, scalable ML kernels with minimal boilerplate.",Python,,870,150,196,78,21053,False,False,0,400,True,18839,True,True,True,True,24
senior,1105542298,LibreYOLO/libreyolo,LibreYOLO is a MIT licensed open source computer vision library,Python,,260,21,22,11,39882,False,False,0,181,True,5108,False,True,True,True,26
senior,1047967086,teorth/erdosproblems,A community database for the problems on the erdosproblems.com site,Python,,709,78,14,44,13007,False,False,0,269,True,411829,False,True,False,True,11
senior,1019609805,mozilla-ai/any-llm,Communicate with an LLM provider using a single interface,Python,"ai,anthropic,developer-tools,inference,llm,openai,python,text-completion",2019,170,25,37,12838,False,False,0,317,True,8921,False,True,True,True,21
senior,930187154,SpaceTimee/Fusion-JetBrainsMapleMono,JetBrains Maple Mono: The free and open-source font fused with JetBrains Mono & Maple Mono,Python,"font,fusion,github-actions,github-workflows,jetbrains-mono,jetbrainsmaplemono,maple-font,maple-mono",2065,41,7,2,146641,False,False,0,471,True,3875,False,False,False,True,5
senior,485100230,stevezau/media_preview_generator," GPU-accelerated preview thumbnails for Plex, Emby & Jellyfin.",Python,"bif,docker,ffmpeg,hardware-acceleration,media-server,media-server-automation,nvidia-gpu,plex,plex-media-server,thumbnails,thumbnails-preview,unraid,video-previews",227,33,1,18,10674,False,False,0,1494,True,11339,True,True,True,True,27
senior,1047462363,gobii-ai/gobii-platform,"Your easy to use, always-on AI workforce 👾",Python,"agentic-ai,ai,anthropic,automation,deepseek,docker,easy,gemini,gemma,gpt,litellm,llm,manus-ai,manus-alternative,openclaw-alternative,openclaw-alternative-with-full-settings-ui,openrouter,oss,python",450,72,2,8,78295,False,False,0,270,True,16214,False,True,True,True,49
senior,1078511240,scaleapi/scale-agentex,Open source codebase for Scale Agentex,Python,,344,37,33,21,33026,False,False,0,222,True,20454,False,True,False,True,20
senior,336102115,ethyca/fides,The Privacy Engineering & Compliance Framework,Python,"data,data-privacy,data-privacy-compliance,developer-tools,gdpr,hacktoberfest,privacy-as-code,python",458,91,332,78,162762,False,False,0,1938,True,8129,True,True,True,True,49
senior,1035797962,karanhudia/borg-ui,"Replace complex Borg Backup terminal commands with a beautiful web UI. Create, schedule, and   restore backups with just a few clicks.",Python,"automation,back,borg,borg-backup,borgbackup,borgbase,deduplication,docker,raspber,sbc,self-hosted,webapp",1484,50,23,12,24253,False,False,0,289,True,8807,True,True,True,True,41
senior,1187458557,aaronjmars/MiroShark,"Simulate anything, for $1 & less than 10 min — Universal Swarm Intelligence Engine",Python,"ai-simulation,financial-forecasting,future-prediction,mirofish,swarm,swarm-intelligence",1208,256,3,9,43196,False,False,0,68,True,25597,True,True,False,True,20
senior,117826737,lncrawl/lightnovel-crawler,Generate and download e-books from online sources.,Python,"console-app,discord,kindle-books,lightnovel,lightnovel-crawler,python,telegram,termux,web-scraper",2383,458,490,98,47667,False,False,0,3052,True,1683,True,True,False,True,26
senior,1242679355,Klotzkette/claude-fuer-deutsches-recht,"⚠️ Experimentelle Skill-Sammlung für deutsches Recht (Arbeits-, Gesellschafts-, Insolvenz-, Datenschutz-, Prozessrecht u.a.) – inzwischen verbessert und im Alltag getestet, aber weiterhin Experiment. Bitte selber ausprobieren, Issues/PRs willkommen! Keine Rechtsberatung. Mandatsgeheimnis (§§ 203/204",Python,"anthropic,bgh,claude-skills,deutsches-recht,dsgvo,german-law,kanzlei,legal-ai,legaltech",292,19,0,2,36384,False,False,0,9,True,73522,False,True,True,True,131
senior,232335424,braindecode/braindecode,"Deep learning software to decode EEG, ECG or MEG signals",Python,"deep-learning,ecog,eeg,electrocorticography,electroencephalogram,electroencephalography,magnetoencephalography,meg,neuroimaging,neuroscience,python,pytorch",1238,266,94,59,17271,False,False,0,2332,True,6301,False,True,True,True,20
senior,24681398,openstack/kolla,Kolla provides production-ready containers and deployment tools for operating OpenStack clouds. Mirror of code maintained at opendev.org.,Python,,1223,565,0,305,18472,False,False,0,4256,True,7807,False,True,True,False,29
senior,402229935,digitaltrails/vdu_controls,VDU controls - a control panel for monitor brightness/contrast/...,Python,"bh1750,ddc,ddcutil,gui,gy-30,gy-302,linux,mccs,python,qt5",227,11,10,10,10610,False,False,0,1728,True,51098,False,True,False,False,20
senior,20281732,inducer/loopy,A code generator for array-based code on CPUs and GPUs,Python,"array,code-generation,code-generator,code-optimization,code-transformation,cuda,ispc,loop-optimization,multidimensional-arrays,opencl,performance,performance-analysis,prefix-sum,python,reduction,scan,scientific-computing",630,81,183,31,13977,False,False,0,4381,True,2553,False,True,True,True,22
senior,956041323,kagenti/kagenti,"Main Kagenti repo - installer, UI and docs",Python,"agentic-ai,installer,kubernetes,platform,ui",217,82,195,52,15524,False,False,0,426,True,15053,False,True,False,True,33
senior,1072725553,radixark/miles,"Miles is an enterprise-facing reinforcement learning framework for LLM and VLM post-training, forked from and co-evolving with slime.",Python,,1441,227,338,92,22575,False,False,0,230,True,9524,False,True,True,True,22
senior,561914940,redis/redis-vl-python,Redis Vector Library (RedisVL) -- the AI-native Python client for Redis.,Python,"anthropic,embedding,huggingface,large-language-models,llm,llmcache,openai,python,redis,redis-search,retrieval-augmented-generation,search,semantic-cache,vector-database,vector-search",401,87,49,34,86084,False,False,0,1300,True,22713,False,True,True,True,19
senior,32232341,quodlibet/quodlibet,"Music player and music library manager for Linux, Windows, and macOS",Python,"music,music-library,music-player,python",1729,254,881,198,85272,False,False,0,4092,True,2623,False,True,True,True,28
senior,169303946,mozilla/bigquery-etl,Bigquery ETL,Python,,334,142,233,133,142302,False,False,0,2668,True,2959,True,True,True,True,36
senior,994108199,hbq0405/emby-toolkit,EMBY工具箱,Python,,436,45,26,6,38745,False,False,0,360,True,795,True,True,False,True,41
senior,1043426082,OpenHands/software-agent-sdk,"A clean, modular SDK for building AI agents with OpenHands V1.",Python,"agent,sdk",759,268,214,79,22042,False,False,0,277,True,9773,False,True,True,True,24
senior,1153423690,itsDNNS/docsight,"Self-hosted DOCSIS evidence system for proving cable signal problems and bad ISP performance. Tracks incidents, signal health, and complaint-ready exports.",Python,"cable-modem,docker,docsis,flask,fritzbox,home-assistant,homelab,internet-monitoring,monitoring,mqtt,network-monitoring,self-hosted,speedtest",240,18,0,10,35545,False,False,0,107,True,21772,True,True,True,True,26
senior,3769696,translate/translate,Useful localization tools with Python API for building localization & translation systems,Python,"gettext,hacktoberfest,i18n,l10n,localization,python,translate",955,334,259,125,14904,False,False,0,5181,True,8161,False,True,True,True,18
senior,723091894,arabcoders/ytptube,"A WebUI for yt-dlp with concurrent downloads support, presets and scheduled tasks and many more.",Python,"concurrency,downloader,self-hosted,youtube,yt-dlp,ytptube",943,31,0,2,19784,False,False,0,915,True,6081,True,True,False,True,22
senior,909755274,PrimeIntellect-ai/prime,"Official CLI and Python SDK for Prime Intellect - access GPU compute, remote sandboxes, RL environments, and distributed training infrastructure for AI development at scale.",Python,,201,44,39,30,10215,False,False,0,514,True,7349,False,True,False,True,10
senior,294500898,RBVI/ChimeraX,Source code for molecular graphics program UCSF ChimeraX,Python,,249,41,10,14,135799,False,False,0,2085,True,3236,True,True,True,True,33
senior,473478890,endoflife-date/release-data,"Common Release Data for various projects in a consumable format, automatically updated.",Python,"git-scraping,hacktoberfest",208,58,18,26,26251,False,False,0,1525,True,41616,False,True,False,True,13
senior,1211449139,CRui5in/paper-ppt-agent,Generate editable PPT decks from paper PDFs or LaTeX sources,Python,,657,49,4,4,90776,False,False,0,42,True,7164,False,True,True,False,18
